%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 119 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6295742531087714
%.kernel.kernels[0].lengthscales: [  0.51556398   0.83549776   1.02137618   1.88383657   1.17389732   1.49690591   1.64531543   0.98623127   1.52874677   1.17209423   1.78116442 228.00481396   2.62928727   0.73692999   0.65217057   1.96055514   0.60078923   1.54640415   0.97628583]
%.kernel.kernels[1].variance: 0.02713284288510828
%.likelihood.variance: 0.8516747811412062
%loglikelihood: -6537.233668194998
%RMSE:1.527
%Pearson_correlation_coefficient:0.746,P-value:0.000
%Spearman_correlation_coefficient:0.746,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4
3myg,1.3715,0.8587,4.2465,0.1197,0.4694,0.419,0.4867,-0.6834,0.0548,-0.0743,-0.3258,-1.3806,-0.3663,-0.752,-0.3218,0.6645,-0.3533,-0.9677,0.3383,0.2493,-0.9016,-0.1678
3n7a,-1.1126,0.6015,-2.7535,-0.9898,-1.2429,-1.0151,-0.9497,0.4932,-0.8835,-0.7983,1.5591,-0.5483,1.0731,0.9558,-0.1138,-0.8437,0.2554,0.0996,-0.8144,-0.6265,-0.658,0.0671
3n86,0.9459,1.3804,-0.8135,0.5362,-0.4336,-0.4639,0.0999,-0.1235,0.0459,0.8375,1.7494,0.265,0.0859,0.9558,0.2906,0.002,0.5814,0.3665,-0.8144,-0.1886,-0.172,1.4761
3nox,0.5379,0.4004,2.2065,-0.1812,0.0974,0.549,-0.1231,-0.5942,0.3415,-0.2888,-0.4243,0.5569,0.1085,-0.8841,0.1245,0.3494,-0.351,-0.7009,0.3383,-0.1886,0.0323,-0.1678
3nq3,-0.7033,0.6950,-2.6735,-1.3285,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.6028,-1.276,-0.6582,1.3594,0.9943,-0.8112,0.2602,-0.6854,-0.7009,-0.8144,-1.2833,0.9132,-0.6375
3nw9,1.3772,1.1812,2.5465,1.4307,0.8478,0.4664,0.6268,-0.9591,1.1775,1.8833,1.3838,0.7883,-1.5494,0.4937,1.4254,-0.7716,0.578,0.3665,1.4223,0.6872,0.072,-0.4026
3oe5,-0.0591,1.4459,0.4265,0.7767,0.0488,0.1486,-0.6862,-0.6158,0.7479,1.4274,1.6104,0.3339,-0.6451,0.492,0.9065,0.1525,0.578,0.3665,-0.8144,0.6872,0.059,-0.6375
3ov1,-0.4896,0.6002,-1.2535,-0.043,0.3606,-0.5755,0.1134,-0.0087,-0.3325,0.4889,1.7908,0.7359,-1.2028,1.8743,0.6038,0.0813,0.6646,1.167,-0.8144,1.3441,-0.4152,-0.1678
3owj,0.2925,0.6497,-0.3835,-0.5312,-0.0765,0.937,1.1613,-0.3577,0.358,-1.2542,-1.1267,0.2301,-0.3135,0.5342,-1.2286,0.1962,-0.3686,-0.7009,-0.8144,-0.8454,-0.9016,-0.6375
3ozt,-0.1429,1.4950,-2.3235,0.7366,0.1316,-0.2066,-1.214,-0.5584,1.0675,1.4542,1.6359,0.333,-1.0596,0.492,0.768,0.4991,0.8583,0.6333,-0.8144,0.9062,-0.4144,-0.6375
3pe2,0.6716,0.5847,3.3065,0.0495,0.032,0.5615,0.0846,-0.63,0.798,0.1134,-1.0318,-0.3828,-1.2404,0.9359,-0.3344,0.0762,-0.3595,-0.7009,0.9146,-0.4075,0.0663,-0.6375
3pww,1.5823,0.7442,0.8665,1.8734,2.1809,0.3794,1.547,-0.6237,1.1676,1.5078,0.5458,1.3979,-1.5193,-0.8046,0.5095,1.4869,0.6497,0.0996,-0.2381,0.6872,1.8002,0.0671
3pxf,-2.0311,0.9970,-2.0235,-1.1766,-0.287,0.9378,0.0768,-0.3358,0.8157,-1.6832,-1.276,-0.2132,-0.0272,3.1064,-1.0617,-0.4751,-0.6878,-0.434,0.159,-0.8454,0.8008,-0.6375
3s8o,-0.1852,0.3871,0.3965,0.088,0.6643,-0.2149,0.1134,0.2683,-0.3325,0.8106,1.8107,1.015,-1.2028,1.8743,0.572,0.4778,0.6646,1.167,-0.8144,1.3441,0.3543,-0.4026
3su2,0.4530,0.3252,0.8965,1.2127,2.0791,0.9821,1.6177,-0.8502,0.2508,1.776,-0.0499,1.4709,-1.6097,-0.1644,0.043,2.339,0.241,1.167,1.7756,1.3441,0.585,0.0671
3su3,-0.0005,0.5750,2.6765,1.2833,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.8564,-0.1474,1.655,-1.361,-0.1083,0.0889,2.6496,0.241,1.167,1.2679,1.3441,1.9957,0.0671
3su5,-0.1848,0.5451,-0.8735,1.1822,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.3469,-0.1151,1.655,-1.361,-0.1083,-0.0684,2.6496,0.241,1.167,1.2679,1.3441,1.9957,0.0671
3u9q,-0.7850,0.4562,-2.0735,-1.1726,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.3346,-0.3029,-0.6582,1.3594,0.9943,-0.8594,0.2602,-0.6854,-0.7009,-0.8144,-1.2833,0.9132,-0.6375
3udh,-2.0685,0.6922,-3.6035,-1.005,-0.8648,-0.1849,-0.7071,-0.3728,-0.3325,-0.9324,-0.2605,0.1748,0.7415,-1.232,-0.662,-0.5695,-0.6417,-0.9677,-0.8144,-1.0644,-0.172,-0.1678
3ueu,-0.7767,0.5241,-1.2135,-1.1876,-0.8549,0.682,-0.6573,2.6706,-1.2618,-1.8441,-1.276,-0.6109,1.3594,0.9943,-1.2555,0.5245,-0.6854,-0.7009,-0.8144,-1.2833,1.4262,-0.6375
3uex,0.1570,0.4519,0.4665,-0.7477,-0.2815,1.4031,-0.6573,3.0537,-1.2618,-1.5759,-1.2282,-0.5255,1.3594,0.9943,-1.1878,1.3174,-0.6854,-0.7009,-0.8144,-1.2833,2.9652,-0.6375
3uo4,0.4664,1.1157,0.0665,0.1629,0.2159,1.0939,0.3276,-0.7591,1.7492,-0.1011,-0.0697,-0.4757,-1.3987,0.9359,-0.1895,-0.169,-0.0335,-0.7009,-0.2381,-0.4075,1.5304,-0.1678
3uri,0.6322,1.6718,2.5465,2.4234,3.2757,-1.5883,0.6616,-0.4395,0.9923,1.0252,0.2602,1.4814,-2.6421,0.9694,-0.1886,3.3134,2.846,1.167,0.3383,2.8767,0.866,-0.4026
3utu,1.2499,1.4844,4.4665,1.2749,1.6478,-0.0303,1.676,-0.6358,1.6683,1.481,-0.7968,1.2287,-1.9865,0.3953,-0.2761,0.1851,-0.0497,0.3665,0.159,1.1251,0.5381,-0.4026
3vh9,-1.6584,0.6432,-0.2135,-1.1442,-1.0879,0.4611,-0.6862,-0.0603,-0.1245,-0.8519,0.0827,-2.0053,0.5757,0.5094,-0.1303,-0.7259,-0.9796,-0.9677,-0.8144,-1.2833,-0.172,-0.6375
3zso,-0.5231,1.3593,-1.3335,0.5444,1.4224,0.8142,1.3836,-0.7437,2.819,0.7838,-0.0325,1.1948,-2.2201,0.9342,1.0673,-0.4785,1.104,0.6333,-0.8144,0.2493,1.0637,-0.6375
3zsx,-1.2082,1.0508,-3.1735,-0.0368,0.6778,0.3192,0.085,-0.626,2.0785,-0.4497,0.2859,0.7185,-1.3309,0.9342,-0.5556,-0.1653,0.5225,0.0996,-0.8144,-0.1886,1.3069,-0.6375
4de1,-0.5393,0.7458,-0.4935,-0.2029,-0.2079,0.478,0.5609,-0.8125,0.4271,0.328,0.6488,0.2752,-0.9164,-1.4921,0.1347,0.0847,-0.9673,-0.9677,-0.2256,0.0304,-0.4152,-0.6375
4de2,-0.6155,0.5681,-2.3335,-0.1454,-0.1059,0.0985,0.0693,-0.5469,0.5969,0.2475,0.3593,0.4166,-0.5471,-1.2146,-0.0711,-0.2043,-0.6669,-0.9677,-0.8144,-0.1886,0.0712,-0.6375
4des,-0.5037,0.4814,-0.6035,-0.3419,-0.5203,0.7479,-1.214,-0.4064,0.5687,-0.7983,-1.276,0.0924,-0.3135,0.5313,3.8989,-0.141,-0.3948,-0.434,-0.8144,-0.8454,0.3144,-0.6375
4dew,-0.8224,0.3230,0.5465,-0.4522,-0.4526,0.5665,-0.4223,-0.4169,0.1909,-0.7178,-1.0902,0.1283,-0.615,0.5313,3.518,-0.141,0.2324,0.0996,-0.8144,-0.4075,-0.9016,-0.6375
4djr,3.4969,0.4681,5.0665,1.4386,1.2748,0.8831,0.6348,-0.5368,0.5945,1.1056,0.483,1.1968,-0.5471,-0.1258,1.0054,0.906,-0.0369,0.3665,1.2898,0.4683,1.1225,-0.6375
4djv,0.3473,0.9446,0.2665,0.1585,0.2762,0.4125,0.0637,-0.5248,1.5412,0.0866,-0.9153,0.8479,-0.9541,0.4122,-0.3754,-0.7467,-1.0024,-0.7009,-0.2478,-0.6265,1.5304,-0.6375
4g8m,0.4900,0.4486,1.4365,-0.9962,-1.1911,-1.3313,-0.6573,0.4489,-1.2618,0.0598,1.584,-0.5743,0.9299,0.9908,0.1411,-0.0306,0.2731,-0.1672,-0.8144,-0.6265,-0.9016,1.0064
4gid,1.2340,1.1993,4.3165,2.4282,1.9497,0.4793,1.1979,-0.0891,1.889,2.5805,0.8818,1.2716,-1.4514,-0.7877,0.7975,1.4226,0.3238,0.3665,0.159,0.6872,2.082,0.7716
4gqq,-2.0194,0.6120,-3.5635,-1.4072,-0.9503,0.3791,0.1204,0.2207,-0.3322,-1.281,-0.6908,-0.2851,0.2743,0.4941,-0.7564,-0.7931,-0.3752,-0.1672,-0.26,-0.8454,-0.6584,-0.6375
1c5z,-2.2048,0.0676,-2.4435,-1.3742,-1.2488,-0.3983,-0.6862,0.3726,-0.1436,-1.1737,-1.276,-2.0498,0.7716,-1.7141,-0.6088,-1.2831,-1.2932,-1.2346,-0.8144,-1.2833,-0.172,-0.6375
1eby,2.4301,0.6944,3.2465,2.2029,1.6583,0.6113,0.2439,-0.8835,3.1812,1.2129,1.0484,1.3316,-1.572,-0.7479,0.084,-0.4043,1.1947,0.9002,-0.8144,0.4683,3.476,-0.6375
1g2k,2.7294,0.9079,1.5065,1.7009,1.6816,0.8571,0.8554,-0.5974,2.8483,0.9983,0.841,1.6899,-1.4514,0.3585,0.0516,0.4103,0.2415,0.6333,-0.8144,0.4683,2.26,-0.6375
1gpn,1.4047,1.1080,0.0265,-0.145,-0.2706,0.1917,0.4416,-0.3782,0.1548,-0.3961,-0.9296,0.048,0.7415,-1.2239,-0.5181,1.0012,-0.6622,-0.9677,-0.8144,-1.0644,-0.4337,0.7716
1h22,1.7273,1.2670,2.6465,1.145,1.049,0.7154,1.5405,-0.7738,0.8446,1.0788,-0.468,0.0786,0.116,-1.2267,0.0363,2.8495,-0.0311,-0.7009,-0.8144,-0.4075,0.1244,-0.4026
1k1i,0.8662,0.9364,0.1265,0.1774,1.0072,-0.3448,1.6684,-0.5391,1.1635,0.0062,-0.3317,1.0697,-1.0747,0.9694,-0.1823,-0.3091,-0.3846,0.0996,0.159,0.2493,0.8008,-0.6375
1lpg,1.5676,1.5406,0.6365,0.8923,1.5978,1.0524,1.6262,-0.7911,2.8225,2.0173,-1.276,1.026,-1.9187,0.3266,0.6789,-0.1311,-0.3961,-0.7009,-0.8144,-0.1886,1.2872,-0.6375
1nc3,-0.8487,0.8244,-1.4535,-0.1165,-0.6729,-0.7255,-1.214,-0.5051,-0.8868,0.4352,1.2311,-1.5999,0.3949,-0.712,0.2573,-1.2831,0.2895,-0.1672,0.3383,0.2493,-0.9016,-0.6375
1owh,-0.4881,0.5861,0.9465,-0.3556,0.0148,-0.0448,0.8399,-0.5376,1.1485,-0.4229,-0.9378,0.3929,-0.6376,-1.1452,-0.5115,-0.4725,-0.6166,-0.9677,-0.8144,-0.6265,0.0712,-0.1678
1p1n,0.3216,0.2990,0.3465,-0.6413,-0.9473,-1.1749,-0.6364,0.8638,-0.8835,-0.1011,0.8136,-0.3465,0.734,0.9941,0.0066,0.0355,0.2479,-0.1672,-0.8144,-0.6265,-0.4144,0.0671
1pxn,0.9157,0.6683,0.6965,-0.0747,-0.3978,0.9106,0.4048,-0.6093,0.0534,-0.7983,-0.8984,-1.7286,-0.2532,0.5344,-0.4913,0.0214,-0.3277,-0.9677,0.9146,-0.4075,-0.4453,0.0671
1qf1,0.1011,1.0015,0.8665,0.1343,-0.1037,0.1243,-0.3934,0.8559,-0.1436,0.1671,0.9511,0.5804,0.2366,0.9696,0.302,0.0814,-0.0335,-0.1672,-0.8144,-0.4075,1.3597,-0.1678
1qkt,1.4221,0.7827,2.5865,-0.3263,-0.2728,0.9753,2.4785,-0.4281,-0.3474,-1.6296,-0.8025,-1.2442,0.9902,0.5343,-0.9272,-0.0937,-0.666,-0.7009,-0.8144,-1.2833,-0.3826,-0.1678
1s38,-2.3012,0.6429,-1.3035,-0.9184,-0.9083,0.114,-0.4079,-0.0106,-0.1977,-0.5033,0.3832,-0.1709,0.3722,-0.9765,-0.613,-1.0848,-0.9421,-0.9677,-0.2381,-0.8454,-0.4152,-0.6375
1syi,0.8911,0.7223,-1.0135,-0.4561,-0.6758,-1.2503,-0.379,0.024,-0.2586,0.6229,1.7604,-0.0092,0.3346,0.9254,0.2847,-0.3439,-0.3347,-0.1672,-0.26,-0.1886,-0.9016,1.0064
1y6r,1.9812,0.6050,3.6565,-0.0615,-0.4523,-0.5645,-0.9439,-0.389,-0.698,0.3548,0.5241,-1.4225,0.7415,-0.8176,-0.181,-0.3801,0.3162,-0.7009,0.3383,-0.1886,-0.9016,0.5367
1ydr,0.5887,0.4643,-0.9335,-0.2295,-0.2523,-0.0779,-0.387,-0.3291,-0.1205,-0.8787,-1.1655,0.6472,0.6285,-1.2315,-0.4841,0.0296,-0.9677,-0.7009,0.159,-0.6265,-0.4152,-0.6375
1z6e,2.2043,0.8337,3.2665,0.9187,0.8144,0.7371,0.1055,-0.929,1.166,1.0788,-0.4188,1.5633,-1.7981,-0.2638,-0.3712,0.1688,-0.0381,-0.9677,0.811,0.4683,-0.694,-0.6375
1z9g,-0.6580,0.2468,-0.8135,-0.7978,-0.838,-0.2034,-0.6927,0.5465,-0.1436,-1.0128,-0.1838,-0.1042,0.636,0.9882,-0.4611,-0.3215,-0.3595,-0.434,-0.8144,-0.8454,0.3144,-0.1678
2al5,0.5193,0.7699,1.9465,-0.5599,-0.9495,-1.358,-1.214,0.5279,-0.2357,0.6229,1.7745,0.4086,0.2818,0.9254,0.2316,-1.2831,-0.3347,-0.1672,-0.26,-0.1886,-0.9016,1.0064
2br1,0.8263,0.8666,-1.3135,0.286,0.2344,1.0889,0.6124,-0.5965,0.4461,-0.0475,-1.276,-1.5727,-0.939,0.4124,-0.6968,-0.4335,0.1991,-0.434,0.3383,-0.1886,-0.4152,-0.6375
2c3i,0.8529,0.8867,1.1465,-0.1742,-0.092,0.9172,0.691,-0.7604,0.2382,-1.1201,-1.276,0.0151,-0.2683,-0.9867,-0.9706,0.2273,-0.9673,-0.9677,0.2841,-0.6265,-0.172,0.5367
2cbv,-0.2381,0.6024,-0.9735,-0.9397,-1.1157,-1.216,-1.214,0.0156,-1.2618,-0.2888,1.8713,-1.7617,1.6081,-0.7829,0.3711,-0.4043,0.2868,-0.1672,-0.8144,-0.6265,-0.9016,1.711
2fxs,-0.6958,1.3319,-0.3935,0.1135,-0.1912,0.6424,-0.6927,-0.1671,-0.1904,0.5961,-0.9752,0.3865,-0.7506,0.5228,0.3363,0.1623,0.8687,0.9002,-0.26,0.2493,-0.4347,-0.6375
2j7h,-0.1316,0.5708,0.7365,-1.224,-1.2229,-1.6389,-1.214,0.5796,-1.2618,-0.4497,1.1816,-1.8685,1.6081,-0.5822,-0.0992,-1.2831,-0.3524,-0.434,-0.8144,-0.6265,-0.9016,2.1807
2p15,1.4543,1.2596,3.8465,0.8739,0.5949,1.9311,2.7489,-0.6192,0.945,-0.6642,-0.7529,0.8752,0.0482,0.5343,-0.7823,0.1674,-0.666,-0.7009,-0.8144,-1.2833,0.8342,-0.6375
2pog,0.6176,0.9897,3.0865,-0.193,-0.3269,1.1312,0.8987,-0.5529,0.408,-1.4687,-0.3477,-1.3464,0.1311,0.5344,-0.6595,-0.2021,-0.3752,-0.434,-0.8144,-1.0644,0.0845,0.0671
2qbq,0.6789,0.9248,0.9865,0.2455,0.1984,0.9991,1.5605,-0.2813,-0.2141,0.462,-0.3146,-0.2078,0.2065,0.9536,0.1303,0.4706,0.5391,0.0996,-0.8144,-0.4075,0.6879,-0.6375
2qe4,-0.5521,0.7839,1.5065,-0.0728,-0.1119,1.1763,0.8987,-0.5264,0.3931,-1.2273,-0.8314,-1.2765,0.101,0.5344,-0.8606,0.4053,-0.0844,-0.1672,-0.8144,-0.8454,-0.1587,-0.6375
2qnq,0.1932,0.9100,-0.3435,1.4689,1.2277,1.2157,0.3276,-0.5933,2.7996,0.328,-0.0263,1.2965,-0.3211,-1.2314,0.6136,-0.3924,-0.9677,-0.1672,1.1324,-0.1886,3.4371,-0.6375
2r9w,-1.1984,0.6565,-1.3535,-0.0892,0.1164,-0.0873,0.5486,-0.6872,1.3224,-0.2083,0.0668,0.3621,-1.2555,0.9691,-0.1128,-1.1509,-0.0776,0.3665,-0.8144,-0.1886,1.044,-0.6375
2vkm,1.6566,1.1135,2.2865,2.2491,1.9909,0.8022,1.1691,-0.4934,2.8184,2.6609,0.5911,1.24,-1.7906,0.4123,0.8468,0.5847,0.2886,0.3665,0.159,0.4683,2.0168,-0.1678
2w4x,-1.3836,1.0088,-1.6035,-0.6382,-0.957,-1.0274,-1.214,0.5545,-1.1085,-0.7983,0.2656,-0.0278,0.7566,-0.712,-0.3355,-0.7486,0.578,0.3665,-0.26,0.4683,-0.9016,0.3019
2wer,0.8319,0.3001,0.5965,-0.0218,-0.2674,0.6926,-0.6504,-0.3765,0.1885,-0.557,-0.8895,0.4121,0.0181,0.5228,-0.2031,0.3534,-0.0844,0.3665,-0.26,-0.4075,0.2961,-0.6375
2wn9,0.0079,0.6773,2.0665,-0.632,-0.2617,0.93,0.906,-0.3624,0.5904,-0.7983,-0.6991,-1.5412,-0.2156,0.5329,-0.7204,0.7172,-0.6888,-0.7009,-0.8144,-0.8454,-0.9016,-0.6375
2wnc,0.5649,0.6490,-0.1335,-0.3263,-0.2026,0.3355,-0.9501,-0.7274,-0.1395,-0.4229,-1.114,0.407,0.3949,-0.0075,-0.8208,1.2976,-0.3966,-0.7009,-0.26,-0.8454,-0.172,-0.1678
2wvt,-2.3835,0.6418,-0.3335,-1.026,-1.1455,-1.5639,-1.214,0.7852,-1.2618,-0.4229,0.6016,-1.7654,1.578,-0.75,0.1886,-1.2831,0.6004,0.0996,-0.8144,-0.4075,-0.9016,2.6504
2xii,1.8327,1.2907,0.7465,0.1221,0.1758,-0.4311,-0.1649,-0.7102,0.5819,0.6766,0.4678,0.6487,-0.1854,-0.7815,0.2883,-0.5484,0.2991,0.0996,-0.8144,-0.1886,0.5576,1.2413
2xj7,-0.5097,0.4816,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618,-0.3961,0.3776,-0.062,1.2389,-0.7752,-0.27,-0.3152,0.2739,-0.1672,-0.8144,-0.4075,-0.9016,0.3019
2zb1,1.0836,1.0860,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922,-0.691,-0.5192,0.323,-0.4642,-0.4129,-0.7908,0.7558,-0.6961,-0.9677,-0.8144,-0.6265,-0.172,0.7716
2zda,0.1692,0.7114,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597,0.6497,-0.5781,0.8284,-0.6451,-1.1842,0.0844,0.1791,-0.3158,-0.7009,-0.8144,-0.1886,0.8008,-0.1678
2zy1,0.3217,0.8541,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119,-0.3156,-0.2552,-0.1197,-0.1929,-0.0168,-0.2178,-0.5734,-0.6765,0.0996,0.7693,-0.4075,0.3144,-0.6375
3arp,1.2153,1.6697,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172,1.4274,-1.276,-1.4623,-0.8034,-0.6654,-0.57,2.1714,-0.591,-1.2346,-0.8144,-0.8454,0.8407,1.711
3arq,-0.3078,1.2867,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537,0.8911,-0.909,0.7885,-0.615,0.5223,0.6251,1.1971,0.8935,1.167,-0.8144,0.4683,0.0712,0.0671
3aru,-2.1876,0.8122,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135,-0.4497,-1.107,0.3065,0.116,-1.3832,-0.7225,1.0011,-0.7185,-0.434,0.3163,-0.1886,-0.9016,-0.6375
3arv,-0.4730,0.7295,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453,0.4084,-1.1975,-1.4776,-0.5622,-0.0581,-0.7397,0.3607,0.1707,-0.1672,-0.8144,-0.6265,-0.4152,-0.6375
3ary,-2.2747,0.8413,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263,-0.1011,-1.276,-1.795,0.2743,-0.0662,0.106,-0.7102,-0.6961,-1.2346,-0.8144,-0.8454,-0.9016,-0.1678
3b1m,0.3703,1.3139,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792,-0.3692,-1.1928,0.9881,-1.7001,0.5275,-0.6464,0.34,0.2415,0.6333,-0.8144,0.0304,0.8334,-0.4026
3b27,-0.0340,0.4223,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494,-0.3692,-1.0044,-1.8983,0.7566,-0.9944,-0.9139,-0.8166,-0.9421,-1.2346,-0.2381,-0.8454,0.5251,-0.6375
3b5r,1.7498,0.8076,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558,-0.1011,-0.471,0.7214,-0.3738,0.3378,-0.3371,-0.5194,-0.3629,-0.434,-0.3067,-0.6265,-0.4347,-0.6375
3b65,1.3681,0.9000,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196,-0.1279,-0.7894,0.3929,-0.2156,0.339,-0.4994,-0.6386,-0.3629,-0.434,-0.8144,-0.4075,-0.9016,-0.6375
3bgz,-0.0987,1.0889,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673,-0.9056,-1.0727,-0.2051,-0.7506,0.935,-0.7687,-0.487,-0.3799,-0.7009,-0.8144,-1.0644,2.26,-0.6375
3bv9,0.8480,1.6143,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236,0.4352,-0.5138,1.4979,-1.6022,-0.9919,-0.4914,1.7188,0.6621,0.0996,-0.8144,1.3441,0.8081,-0.6375
3cj4,-1.0443,0.7471,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815,-0.7983,-0.3873,0.7028,0.3346,0.9941,-0.5401,1.3433,-0.0587,-0.1672,-0.8144,-0.4075,0.2911,-0.6375
3coz,0.0098,1.0937,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678,0.5693,0.7888,0.3428,-0.0724,-0.779,-0.0646,-0.5364,0.3266,0.6333,1.4599,1.3441,-0.35,0.3019
3d6q,-1.4211,0.3992,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287,-0.557,-0.7116,0.1394,0.6435,-0.7807,-0.7114,-0.2977,-0.0749,0.0996,-0.26,0.0304,-0.9016,0.0671
3dx1,0.3491,0.7131,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618,-0.3961,1.9831,-1.9381,1.6383,-0.7501,0.6244,-0.8437,-0.0017,-0.434,-0.8144,-0.8454,-0.9016,3.3549
3dx2,0.1945,1.3282,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618,-0.0743,2.3833,0.0027,1.7513,-0.764,1.0054,-0.2661,-0.0017,-0.1672,-0.8144,-0.6265,-0.9016,3.3549
3e5a,1.1963,0.7610,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493,0.2207,-0.6061,0.2321,-0.5848,-1.2141,0.1227,0.6224,-0.0402,-0.9677,0.3383,0.2493,-0.9016,0.3019
3e92,1.1926,0.8246,1.5465,0.2821,0.0879,1.1638,1.9687,-0.6803,0.5772,-0.0206,-0.011,0.3974,-0.4642,-0.4129,-0.6785,0.7327,-0.6961,-0.9677,-0.8144,-0.6265,-0.4152,-0.6375
3f3d,-0.7682,0.4820,0.7065,-1.2808,-1.3523,-0.7221,-0.6948,1.8317,-1.2618,-0.8519,0.3796,-0.6739,1.5931,0.9259,-0.5626,-0.5133,-0.3347,-0.7009,-0.8144,-1.0644,-0.9016,-0.6375
3fur,0.2261,1.2006,1.5465,0.4479,0.2431,2.156,0.6333,-0.8456,1.4478,-0.0206,-0.8531,0.3371,0.0859,-0.0691,-0.8211,-0.7813,-1.0024,-0.434,0.159,-0.6265,1.6957,-0.1678
3fv2,1.4705,0.6965,1.6565,0.016,-0.7517,-1.9437,-1.214,-0.0246,-1.2618,0.6497,2.3163,-0.0852,0.8093,0.9596,0.3229,-0.4043,1.4818,0.9002,-0.8144,0.2493,-0.9016,1.0064
3g31,-2.0557,1.3467,-3.5635,-1.6096,-0.8372,-0.3968,0.4351,-0.4586,-1.2618,-2.0586,-1.276,0.2482,0.7114,0.9694,-1.1232,-0.424,-0.6854,-0.1672,-0.8144,-0.6265,-0.9016,-0.6375
3gc5,0.4171,1.2201,0.8065,-0.2276,-0.3047,-0.3808,-0.9501,-0.313,-0.5754,0.9447,1.2318,0.163,-0.208,-0.9765,0.3388,-0.041,0.0401,-0.9677,0.3383,0.0304,-0.9016,-0.6375
3gr2,-1.9409,1.1282,-3.9335,-1.3447,-1.0311,-0.1526,-0.181,-0.3254,-1.2618,-1.3882,-0.9626,-0.0016,0.4099,-2.0401,-0.811,-0.413,-1.2932,-0.9677,-0.2256,-0.1886,-0.4206,-0.6375
3gv9,-2.7117,0.2868,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162,0.0869,-0.7531,-1.3078,-0.2935,-0.4967,0.734,0.9254,-0.579,-0.7545,-0.3595,-0.434,-0.8144,-0.8454,-0.9016,-0.6375
3jvr,0.7222,1.1416,-0.7335,-0.907,-0.3266,1.459,0.4048,-0.6586,0.5563,-0.5838,-0.6809,0.1017,0.0708,-0.2265,-0.9553,-0.8107,-0.6969,-0.7009,0.3163,-0.6265,0.5187,0.5367
3jya,-1.0584,0.6249,0.4365,-0.8054,-0.7799,0.9245,-0.6862,-0.3208,-0.0495,-1.4687,-1.276,-0.2346,0.9299,-1.6018,-1.2312,-1.0234,-0.9877,-0.9677,-0.2381,-1.0644,0.0323,-0.1678
3kr8,0.4388,0.8484,1.6465,0.1774,-0.5455,0.8631,-0.1587,-0.4643,0.343,0.1939,-0.4107,0.2777,0.4325,-0.4686,-0.6638,-0.0752,-0.9877,-0.9677,-0.2381,-1.0644,-0.4152,-0.1678
3n76,0.0056,1.0753,0.3965,0.3848,-0.4907,-0.3972,0.0858,-0.1416,0.4242,0.4889,1.2031,-0.2317,0.1386,0.9558,0.2829,-0.8437,0.5462,0.3665,-0.8144,-0.4075,0.0716,-0.1678
3nq9,-1.2469,0.9009,-2.4235,-1.7021,-1.2091,0.2012,-0.6573,2.2077,-1.2618,-1.9245,-1.276,-0.7244,1.3594,0.9943,-1.1106,-0.0041,-0.6854,-0.7009,-0.8144,-1.2833,0.4002,-0.6375
